GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "37073","Gates, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",161914,167358,182791,174468,185888,185377,170324,154020,159655,162735,157558,153838,150412,158752,157806,155198,180568,172280,182819,188872,185422
 "37073","Gates, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",105.250,108.788,118.820,113.411,120.834,120.501,110.717,100.118,103.781,105.783,102.418,100.000,97.773,103.194,102.580,100.884,117.376,111.988,118.839,122.774,120.531
 "37073","Gates, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",122858,128234,146276,148762,156885,158433,154956,142407,148773,154471,153556,153838,155611,167507,167466,165504,198809,193973,209111,221929,239610
 "37075","Graham, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",204823,215367,221218,211013,215150,212166,205365,204777,215161,215973,222851,200953,223481,206143,210599,189744,197471,203926,217684,203143,206394
 "37075","Graham, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",101.926,107.173,110.084,105.006,107.065,105.580,102.196,101.903,107.070,107.474,110.897,100.000,111.211,102.582,104.800,94.422,98.267,101.479,108.325,101.090,102.708
 "37075","Graham, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",156091,167818,177291,173274,184316,189706,190347,192957,210524,209952,218910,200953,229442,219513,230283,210896,225101,239717,263999,250779,269866
 "37077","Granville, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2173778,2173619,2166422,1914811,1949254,2087961,2355161,2907206,3192498,2975005,2839985,2259921,2288126,2186779,2270477,2562515,3103872,2958759,2922462,2886099,2960629
 "37077","Granville, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",96.188,96.181,95.863,84.729,86.253,92.391,104.214,128.642,141.266,131.642,125.667,100.000,101.248,96.764,100.467,113.390,137.344,130.923,129.317,127.708,131.006
 "37077","Granville, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1552448,1565575,1600932,1455453,1554856,1723834,1991569,2517433,2899256,2729598,2732248,2259921,2324430,2268672,2428367,2768137,3407090,3312799,3333450,3360266,3609197
 "37079","Greene, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",409502,379630,403614,401954,363172,346616,368871,401885,434729,440199,407067,395050,428229,431650,427609,448047,443243,417207,421416,394833,444029
 "37079","Greene, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",103.658,96.097,102.168,101.748,91.931,87.740,93.373,101.730,110.044,111.429,103.042,100.000,108.399,109.265,108.242,113.415,112.199,105.609,106.674,99.945,112.398
 "37079","Greene, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",276302,255985,284743,300564,282450,279819,317813,351178,367637,391350,396650,395050,440761,439014,423383,434319,443047,425199,439766,423054,505196
 "37081","Guilford, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",27552565,28511229,28418063,27754751,28496016,29663738,29948262,30686258,30093339,30246411,30772797,28952268,30002518,30122643,30909726,30474821,30639349,30571063,30524464,29310684,30868487
 "37081","Guilford, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",95.165,98.477,98.155,95.864,98.424,102.457,103.440,105.989,103.941,104.470,106.288,100.000,103.628,104.042,106.761,105.259,105.827,105.591,105.430,101.238,106.619
 "37081","Guilford, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",21697760,22815470,23044587,22916190,24106768,25708945,26545840,27811839,28539926,28764204,29825530,28952268,30615025,31359296,33080982,33202641,33807590,34385719,35145930,34459187,37452951
 "37083","Halifax, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1350188,1357808,1410832,1428685,1465725,1487922,1426502,1309269,1291416,1356376,1387099,1353218,1348858,1316695,1308799,1297846,1316299,1311233,1320522,1248443,1300109
 "37083","Halifax, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",99.776,100.339,104.258,105.577,108.314,109.954,105.416,96.752,95.433,100.233,102.504,100.000,99.678,97.301,96.718,95.908,97.272,96.897,97.584,92.257,96.075
 "37083","Halifax, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1035444,1057314,1121564,1169046,1219374,1277011,1276401,1196807,1227663,1302805,1351994,1353218,1388723,1390014,1421469,1432653,1477107,1502525,1547152,1503412,1643032
 "37085","Harnett, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1827546,1839790,1839286,1996648,2076167,2142044,2008650,2090478,1974476,2035614,2001139,2007371,2038748,2107667,2149122,2212680,2306079,2344046,2373447,2319073,2446189
 "37085","Harnett, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.042,91.652,91.627,99.466,103.427,106.709,100.064,104.140,98.361,101.407,99.690,100.000,101.563,104.996,107.062,110.228,114.881,116.772,118.237,115.528,121.860
 "37085","Harnett, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1413604,1454581,1486321,1666008,1773124,1881412,1840218,1951956,1872963,1953463,1953483,2007371,2089853,2205359,2297492,2402073,2555702,2656757,2758780,2777614,3059360
 "37087","Haywood, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1398384,1472652,1467759,1491159,1503891,1552691,1551007,1455168,1501511,1565047,1618116,1510044,1487698,1483679,1511217,1569110,1637186,1654434,1733295,1705372,1772833
 "37087","Haywood, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",92.606,97.524,97.200,98.749,99.593,102.824,102.713,96.366,99.435,103.643,107.157,100.000,98.520,98.254,100.078,103.912,108.420,109.562,114.784,112.935,117.403
 "37087","Haywood, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1079540,1159026,1176737,1226235,1273100,1365687,1410095,1349884,1438956,1511916,1583030,1510044,1529699,1558030,1630724,1722586,1831550,1890350,2026167,2034207,2200122
 "37089","Henderson, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",3007215,3136090,3090545,3162793,3272276,3462368,3295066,3316179,3124592,3311481,3326116,3385176,3464891,3548978,3490128,3671790,3604740,3589117,3682597,3529508,3789714
 "37089","Henderson, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.835,92.642,91.296,93.431,96.665,102.280,97.338,97.962,92.302,97.823,98.255,100.000,102.355,104.839,103.100,108.467,106.486,106.025,108.786,104.264,111.950
 "37089","Henderson, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2385186,2522551,2524894,2648076,2795717,3043606,2998978,3066879,2975351,3177661,3238225,3385176,3545611,3711870,3771494,4042539,4029645,4089293,4303685,4220757,4662131
 "37091","Hertford, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",678133,724154,699275,726052,720611,719199,704300,708325,687303,699191,680070,767015,745487,727987,694332,707108,730412,713149,760564,757955,803978
 "37091","Hertford, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.412,94.412,91.168,94.659,93.950,93.766,91.823,92.348,89.607,91.157,88.665,100.000,97.193,94.912,90.524,92.190,95.228,92.977,99.159,98.819,104.819
 "37091","Hertford, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",533579,575737,571146,624086,627220,656104,674197,691478,642885,675536,675651,767015,749107,747630,710949,723808,775209,785545,844932,831373,981395
 "37093","Hoke, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",841401,851226,1010696,1215172,1290683,1362516,885509,872831,1314914,1173124,1040040,758698,785287,787911,802949,874933,904513,961009,976410,992914,1026740
 "37093","Hoke, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",110.901,112.196,133.215,160.166,170.118,179.586,116.714,115.043,173.312,154.623,137.082,100.000,103.505,103.850,105.833,115.320,119.219,126.666,128.696,130.871,135.329
 "37093","Hoke, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",628477,656397,785067,949318,1027436,1102395,731772,751515,1217835,1087854,999784,758698,803631,823741,862646,957329,1007306,1088394,1128658,1172738,1285669
 "37095","Hyde, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",178512,178440,193479,195233,211580,198013,204538,153557,149760,165498,169653,200608,186533,158969,157883,152898,152663,161119,151362,143492,152867
 "37095","Hyde, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.986,88.950,96.446,97.321,105.469,98.706,101.959,76.546,74.653,82.498,84.569,100.000,92.984,79.244,78.702,76.217,76.100,80.316,75.452,71.529,76.202
 "37095","Hyde, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",131987,134666,150735,159415,172861,165026,185294,142251,142836,159575,165230,200608,192225,166454,169723,167703,170996,185177,178835,174067,193503
 "37097","Iredell, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",5279529,5417312,5633740,5976554,6293936,6497186,6492361,6514849,6132715,6340432,6748363,6687083,7004634,7236650,7494030,7634627,7859941,8062076,8477124,8664700,9557205
 "37097","Iredell, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.951,81.012,84.248,89.375,94.121,97.160,97.088,97.424,91.710,94.816,100.916,100.000,104.749,108.218,112.067,114.170,117.539,120.562,126.769,129.574,142.920
 "37097","Iredell, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",4094434,4270924,4507535,4924539,5327021,5676757,5859099,6006070,5887840,6106976,6570050,6687083,7150391,7518760,8004016,8296705,8642823,9003383,9687238,10106936,11449464
 "37099","Jackson, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1041842,1080184,1094542,1146819,1208668,1233948,1219576,1186920,1178070,1160482,1184652,1147487,1161105,1175523,1265837,1273884,1331687,1338924,1420597,1410290,1522370
 "37099","Jackson, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",90.793,94.135,95.386,99.942,105.332,107.535,106.282,103.436,102.665,101.132,103.239,100.000,101.187,102.443,110.314,111.015,116.052,116.683,123.801,122.902,132.670
 "37099","Jackson, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",780229,830793,863259,934995,1016723,1077996,1107618,1102822,1120525,1116860,1156407,1147487,1194868,1241732,1377317,1412445,1505148,1555203,1693069,1734539,1936709
 "37101","Johnston, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",3865865,4081009,4365679,4440094,4712758,4902748,5110528,4466976,4405209,4539804,4590220,4189051,4548346,4831914,5109627,5639741,6325135,6317135,6301417,6256778,6579256
 "37101","Johnston, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",92.285,97.421,104.216,105.993,112.502,117.037,121.997,106.635,105.160,108.373,109.577,100.000,108.577,115.346,121.976,134.631,150.992,150.801,150.426,149.360,157.058
 "37101","Johnston, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2961464,3172653,3444942,3572192,3888972,4154663,4444674,4018287,4141582,4280154,4447204,4189051,4664704,5069851,5530112,6229570,7118269,7251931,7417738,7516945,8303143
 "37103","Jones, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",238644,204088,189145,208764,227841,218638,196781,166650,178967,206885,207590,201770,229302,229791,177992,181634,203750,167951,194961,159917,211825
 "37103","Jones, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",118.276,101.149,93.743,103.466,112.921,108.360,97.527,82.594,88.698,102.535,102.885,100.000,113.646,113.888,88.215,90.021,100.981,83.239,96.625,79.257,104.983
 "37103","Jones, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",174108,149867,142562,166005,177319,172427,169509,146254,155689,186277,202525,201770,235066,231682,175549,177081,205583,171864,203231,170707,247244
 "37105","Lee, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2560067,2693465,2825407,2916646,3040937,3199885,3464520,3279010,3111207,3034312,2916715,2626141,2696389,2712541,2653484,2594214,2475582,2582739,2484046,2387682,2601029
 "37105","Lee, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",97.484,102.564,107.588,111.062,115.795,121.847,131.924,124.860,118.471,115.543,111.065,100.000,102.675,103.290,101.041,98.784,94.267,98.347,94.589,90.920,99.044
 "37105","Lee, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1933037,2057339,2175480,2267461,2426667,2603625,2876677,2839043,2898962,2826667,2804997,2626141,2748910,2826862,2856443,2832813,2739492,2899773,2868678,2824947,3171755
 "37107","Lenoir, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2390297,2357868,2250801,2227370,2312302,2308408,2234913,2215241,2117310,2135630,2250608,2394963,2516956,2614009,2694310,2703080,2796641,2643355,2664438,2608339,2741945
 "37107","Lenoir, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",99.805,98.451,93.981,93.002,96.549,96.386,93.317,92.496,88.407,89.172,93.973,100.000,105.094,109.146,112.499,112.865,116.772,110.371,111.252,108.909,114.488
 "37107","Lenoir, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1834560,1848519,1790299,1807421,1932413,1986610,1987851,2017322,1988169,2026200,2180511,2394963,2578225,2726382,2876303,2928533,3057812,2924010,3024208,3040939,3264909
 "37109","Lincoln, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1564823,1665278,1703140,1796825,1836440,1955822,2027017,1954680,1800571,1832946,1947431,1880053,2082133,2141838,2285459,2325026,2507639,2489044,2638216,2608320,2786720
 "37109","Lincoln, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",83.233,88.576,90.590,95.573,97.680,104.030,107.817,103.969,95.772,97.494,103.584,100.000,110.749,113.924,121.564,123.668,133.381,132.392,140.327,138.737,148.226
 "37109","Lincoln, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1206298,1307196,1356383,1465055,1545000,1694057,1806810,1784701,1725574,1751949,1894162,1880053,2133892,2244195,2474408,2568676,2814540,2851800,3112920,3147118,3479630
 "37111","McDowell, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1716807,1768761,1672492,1561166,1583256,1631532,1673468,1708152,1798132,1727803,1710562,1342401,1391219,1442232,1518327,1559945,1536428,1489103,1430070,1381728,1403019
 "37111","McDowell, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",127.891,131.761,124.590,116.297,117.942,121.538,124.662,127.246,133.949,128.710,127.426,100.000,103.637,107.437,113.105,116.206,114.454,110.928,106.531,102.930,104.516
 "37111","McDowell, NC",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1275901,1328058,1273253,1209008,1251526,1320457,1383551,1474975,1661982,1598403,1649091,1342401,1427619,1517204,1648138,1726010,1733698,1717459,1682852,1655439,1788957
 "37113","Macon, NC",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",896088,956523,959441,992444,988077,1003023,947852,930066,914713,923280,959765,940679,950789,989727,1111880,1212646,1267617,1350374,1477707,1503764,1528523
 "37113","Macon, NC",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",95.260,101.684,101.995,105.503,105.039,106.627,100.763,98.872,97.240,98.150,102.029,100.000,101.075,105.214,118.200,128.912,134.756,143.553,157.089,159.859,162.491
